,problem_id,prompts,GPT3.5_generated_code
410,293,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy programYou are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy program 
Problem description:


**PROBLEM STATEMENT:  
**

You have been provided with a function called calculate_surface, which takes
two parameters:

  * **radius**
  * **Pi**

Call this function and pass it **5**  for **radius** , and
**3.141592653589793** for **Pi**. Store the result in a variable called
**result**. Do not print. Simply call the function and store the returned
value in the variable **result**.


The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. ","
import math

def calculate_surface(radius, Pi):
    return Pi * radius * radius

result = calculate_surface(5, 3.141592653589793)
"
411,294,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy programYou are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy program 
Problem description:
**PROBLEM STATEMENT:  
**

You have been provided with a function called calculate_hypotenuse, which
takes two parameters:

  * **side_1**
  * **side_2**

Call this function and pass it  **15**  for  **side_1** , and  **6.786**  for
**side_2**.  Store the result in a variable called  **result**.  Do not print.
Simply call the function, and store the returned value in the variable
**result**.


The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. ","
def calculate_hypotenuse(side_1, side_2):
    import math
    return math.sqrt((side_1 * side_1) + (side_2 * side_2))

result = calculate_hypotenuse(15, 6.786)
"
412,297,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy programYou are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy program 
Problem description:


**PROBLEM STATEMENT:  
**

You have been provided with a function called calculate_future_value, which
takes two parameters:

  * **present_value**
  * **years**

Call this function and pass it **50000**  for **present_value** , and  **25
**for  **years**. Store the result in a variable called  **result**. Do not
print. Simply call the function and store the returned value in the variable
**result**.


The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. ","
def calculate_future_value(present_value, years):
    future_value = present_value * (1 + 0.04) ** years
    return future_value

result = calculate_future_value(50000, 25)"
413,295,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy programYou are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy program 
Problem description:


**PROBLEM STATEMENT:  
**

You have been provided with a function called calculate_equation, which takes
two parameters:

  * **value**
  * **C**

Call this function and pass it **355000** for **value** , and **2.99 * 10**
**8**  for **C**. Store the result in a variable called **result.** Do not
print. Simply call the function, and store the returned value in the variable
**result**.


The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. ","
def calculate_equation(value, C):
    return value * C

result = calculate_equation(355000, 2.99 * 10**8)
"
414,296,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy programYou are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy program 
Problem description:


**PROBLEM STATEMENT:  
**

You have been provided with a function called calculate_volume, which takes
two parameters:

  * **radius**
  * **Pi**

Call this function and pass it **15**  for  **radius** , and
**3.141592653589793  **for  **Pi**. Store the result in a variable called
**result**. Do not print. Simply call the function and store the returned
value in the variable  **result**.


The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. ","
def calculate_volume(radius, Pi):
    return (4/3) * Pi * (radius**3)

result = calculate_volume(15, 3.141592653589793)
"
415,298,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy programYou are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy program 
Problem description:


**PROBLEM STATEMENT:  
**

C-130 Pilot qualifications usually depend on a pilot's flight experience in
terms of flight hours.

**C-130 Pilot Qualification** | **Flight Hours**  
---|---  
Upgrade Pilot | 600  
Aircraft Commander | 800  
Formation Lead | 1000  
Instructor Pilot | 1250  
Evaluator Pilot | 1500  
  
  
Write a Python program that asks the user to enter the number of flight hours
they currently have (does not need to be a whole number). Then, referencing
the table above, print out all qualifications they should have achieved in the
aircraft (one per line). If the their experience in the C-130 is more than 600
flight hours, output ""Co-Pilot"".



**EXAMPLES:**

  | **Example 1** | **Example 2** | **Example 3**  
---|---|---|---  
**Input** | 1996 | 1156.7 | 535.4  
**Output** |

Upgrade Pilot  
Aircraft Commander  
Formation Lead  
Instructor Pilot  
Evaluator Pilot

|

Upgrade Pilot  
Aircraft Commander  
Formation Lead

| Co-Pilot  
  
NOTE: The qualifications can be listed in any order, so long as only the ones
in range are printed.


The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. ","
flight_hours = float(input(""Enter the number of flight hours: ""))

if flight_hours >= 600:
    print(""Upgrade Pilot"")

if flight_hours >= 800:
    print(""Aircraft Commander"")

if flight_hours >= 1000:
    print(""Formation Lead"")

if flight_hours >= 1250:
    print(""Instructor Pilot"")

if flight_hours >= 1500:
    print(""Evaluator Pilot"")

if flight_hours > 600:
    print(""Co-Pilot"")
"
416,299,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy programYou are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy program 
Problem description:


**PROBLEM STATEMENT:**

The USAF is known for its massive cargo transport capabilities. Below are the
names of 5 aircraft, as well as their maximum payload capacity



**Cargo Aircraft**

|

**Maximum Load (inclusive, in Lbs. )**  
  
---|---  
  
C-5 Galaxy

|

285000  
  
C-17 Globemaster

|

170900  
  
KC-10 Extender

|

169000  
  
C-130 Hercules

|

42000  
  
V-22 Osprey

|

6000  
  
  
Write a Python program that asks the user to enter the payload weight (in
Lbs.) that needs to be moved. Then, referencing the table, print out all of
the Aircraft that could potentially carry that payload (one per line). If no
aircraft can carry the payload, output ""Too Heavy for Airlift"".



**EXAMPLES:**

  |

**Example 1**

|

**Example 2**

|

**Example 3**  
  
---|---|---|---  
  
**Input**

|

150000

|

250000

|

300000  
  
**Output**

|

C-5 Galaxy

C-17 Globemaster

KC-10 Extender

|

C-5 Galaxy

|

Too Heavy for Airlift  
  
NOTE: The aircraft can be listed in any order, so long as only the ones
capable of the lift are printed.


The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. ",
417,300,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy programYou are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy program 
Problem description:


**PROBLEM STATEMENT:  
**

According to intelligence reports, the North Korean military uses at least 5
different classes of Ballistic Missiles. The names of these missiles, as well
as their maximum theoretical range, are provided below:

**Missile Class** | **Maximum Range (inclusive, in Kilometers)**  
---|---  
Hwasong-6 | 500  
KN-11 | 1200  
Musudan BM-25 | 4000  
Hwasong-14 | 8000  
Taepodong-2 | 12000  
  
  
Write a Python program that asks the user to enter the distance to a potential
target (in Kilometers). Then, referencing the table, print out all of the
Missile Classes that could potentially reach the target (one per line). If no
missiles are in range, output ""Not in range"".



**EXAMPLES:**

  | **Example 1** | **Example 2** | **Example 3**  
---|---|---|---  
**Input** | 1800 | 8000 | 18000  
**Output** | Musudan BM-25  
Hwason-14  
Taepodong-2 |

Hwasong-14  
Taepodong-2

| Not in range  
  
NOTE: The missiles can be listed in any order, so long as only the ones in
range are printed.


The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. ","
# Solution

distance = int(input(""Enter the distance to the target: ""))

if distance <= 500:
    print(""Hwasong-6"")
if distance <= 1200:
    print(""KN-11"")
if distance <= 4000:
    print(""Musudan BM-25"")
if distance <= 8000:
    print(""Hwasong-14"")
if distance <= 12000:
    print(""Taepodong-2"")
if distance > 12000:
    print(""Not in range"")
"
418,301,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy programYou are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy program 
Problem description:
PROBLEM STATEMENT:  

Terrorist groups in the past have created improvised explosive devices in
various shapes and sizes. According to the National Counterterrorism Center,
the following evacuation distances are appropriate for certain explosive
devices.

Explosive Container

|

Evacuation Distance (inclusive, in Feet)  
  
---|---  
  
Pipe Bomb

|

850  
  
Suitcase Bomb

|

1850  
  
Sedan

|

2000  
  
Cargo Van

|

2750  
  
Semi-Trailer

|

7000  
  
  
Write a Python program that asks the user to enter a distance to a device (in
feet). Then, referencing the table, print out all of the explosive devices
that could potentially reach a target at the specified distance (one per
line). If no explosives can reach the specified distance, output ""Not in
range"".

EXAMPLES:

|

Example 1

|

Example 2

|

Example 3  
  
---|---|---|---  
  
Input

|

1900

|

2500

|

8000  
  
Output

|

Sedan  
Cargo Van  
Semi-Trailer

|

Cargo Van  
Semi-Trailer

|

Not in range  
  
NOTE: The devices can be listed in any order, so long as only the ones in
range are printed.


The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. ",
419,379,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy programYou are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy program 
Problem description:


**PROBLEM STATEMENT:  
**

Assume someone takes hundreds of photos on their smartphone every week. They
are seeking the best and least expensive alternatives to store/share their
images because their phone's storage capacity is limited. Using the table
below, determine which storage options they should consider, assuming each
image has an average file size of 6 MB.



**Storage Option** | **Short Name** | **Number of Images (inclusive)**  
---|---|---  
CD-ROM (700 MB) | CD | 116  
DVD-ROM (4.7 GB) | DVD | 780  
USB Thumb Drive (16 GB) | USB Small | 2660  
USB Thumb Drive (64 GB) | USB Large | 10600  
Portable Hard Drive (256 GB) | Portable HDD | 42600  
  
  
Write a Python program that asks the user to enter the number of images that
need to be shared/stored (non-negative, whole number). Then, referencing the
table above, print out all the storage options (by Short Name) capable of
holding that many images (one per line). If no storage options are capable of
storing that many images, output ""Consider Cloud Storage"".



**EXAMPLES:**

  | **Example 1** | **Example 2** | **Example 3**  
---|---|---|---  
**Input** | 2000 | 4000 | 45000  
**Output** | USB Small  
USB Large  
Portable HDD |

USB Large  
Portable HDD

| Consider Cloud Storage  
  
NOTE: The devices can be listed in any order, so long as only the ones in
range are printed.


The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. ",
420,302,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy programYou are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy program 
Problem description:


**PROBLEM STATEMENT:  
**

Choosing the right broadband speed for your internet connection depends on
which online activities you plan on engaging while online. Using the table
below, determine which activities are possible with a given broadband speed,
given in Kilobits per second (Kbps).



**Activity** | **Short Name** | **Minimum Broadband Speed  
(inclusive, in Kbps)**  
---|---|---  
Social Media | Social Media | 1000  
Multiplayer Gaming | Gaming | 4000  
HD Video Conferencing | Video Conferencing | 6000  
File Downloading | File Downloads | 10000  
Stream Ultra HD 4K Video | HD 4K Video | 25000  
  
  
Write a Python program that asks the user to enter the broadband speed in
Kbps. Then, referencing the table above, print out all the activities (by
Short Name) that can be achieved using that speed (one per line). If the
broadband speed is less than 1000 Kbps, output ""Upgrade to Broadband"".



**EXAMPLES:**

  | **Example 1** | **Example 2** | **Example 3**  
---|---|---|---  
**Input** | 8500 | 5000 | 750  
**Output** |

Social Media  
Gaming  
Video Conferencing

|

Social Media  
Gaming

| Upgrade to Broadband  
  
NOTE: The activities can be listed in any order, so long as only the ones in
range are printed.


The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. ","
broadband_speed = int(input())

if broadband_speed < 1000:
    print(""Upgrade to Broadband"")
if broadband_speed >= 1000:
    print(""Social Media"")
if broadband_speed >= 4000:
    print(""Gaming"")
if broadband_speed >= 6000:
    print(""Video Conferencing"")
if broadband_speed >= 10000:
    print(""File Downloads"")
if broadband_speed >= 25000:
    print(""HD 4K Video"")
"
421,318,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy programYou are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy program 
Problem description:
**PROBLEM STATEMENT:  
**

Recreational SCUBA divers have to plan out how many air tanks they will need
in order to safely dive. The amount varies per diver because each person
consumes air at a different rate. This rate is commonly called Surface Air
Consumption. You want to figure whether you can afford the air requirements
for the trips that you are planning.

Write an algorithm that asks for:

  *     * The total dive time for the trip in minutes 
    * The air budget (in dollars--do not worry about the dollar sign)



Your program should then output:

  *     * The number of liters needed for the project.
    * The estimated cost (in dollars--do not output a dollar sign, do not round to the nearest)
    * Either ""Over Budget"" or ""Within Budget"", depending on whether the cost of compressed air is greater than or not greater than the budget, respectfully.



Assume that your Surface Air Consumption is **14.5** liters/minute, and that
air costs **2 cents** per liter. You may assume that all inputs are non-
negative numbers.



**EXAMPLES:**



  | **Example 1** | **Example 2**  
---|---|---  
**Input** | 180  
70 |

120  
30  
  
**Output** | 2610.0  
52.2  
Within Budget | 1740.0  
34.800000000000004  
Over Budget  
  



The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. ",
422,303,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy programYou are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy program 
Problem description:
**PROBLEM STATEMENT:**

The CSAF has authorized new runways for any base that can accomplish the
project under their current budget. The new runways will be solid concrete
with their lengths measured in meters.

Write an algorithm that asks for:

  *     * The length of runway to be built (in meters)
    * The base's budget (in dollars--do not worry about the dollar sign, do not round to the nearest)



Your program should then output:

  *     * The amount of concrete (in tons) needed for the base's runway
    * The estimated cost (in dollars--do not output a dollar sign)
    * Either ""Over Budget"" or ""Within Budget"", depending on whether the cost of materials is greater than or not greater than the base's budget, respectfully.

Assume that each meter of runway requires **  2.5** tons of concrete to build,
and that concrete costs  **$75.50**  per ton. You may assume that all inputs
are non-negative numbers.



**EXAMPLES:**

  |

Example 1

|

Example 2  
  
---|---|---  
  
Input

|

2000  
400000

|

1500  
250000  
  
Output

|

5000.0  
377500.0  
Within Budget

|

3750.0  
283125.0  
Over Budget  
  



The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. ","length = float(input())
budget = float(input())

concrete_needed = length * 2.5
cost = concrete_needed * 75.50

if cost > budget:
    result = ""Over Budget""
else:
    result = ""Within Budget""

concrete_needed
cost
result"
423,304,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy programYou are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy program 
Problem description:
**PROBLEM STATEMENT:  
**

A 3D printer converts computer generated models into physical objects by
heating and extruding a filament known as Polylactic Acid (PLA). PLA, normally
sold in spools, is directly fed to the printer head like a thread. You want to
determine if you can afford to 3D print a project given its volume of
material.

Write an algorithm that asks for:

  *     * The volume of the 3D model to be printed (in cm3)
    * The user's budget (in dollars--do not worry about the dollar sign, do not round to the nearest)



Your program should then output:

  *     * The length of material (in meters) needed to produce the object
    * The estimated cost (in dollars--do not output a dollar sign)
    * Either ""Over Budget"" or ""Within Budget"", depending on whether the cost of materials is greater than or not greater than the user's budget, respectfully.

Assume that each cm3 requires **  0.312** meters of PLA to print, and that PLA
filament costs  **$0.063**  per meter. You may assume that all inputs are non-
negative numbers.



**EXAMPLES:**

  | Example 1 | Example 2  
---|---|---  
Input | 15.0  
2.5 | 500.0  
5.0  
Output | 4.68  
0.29484  
Within Budget | 156.0  
9.828  
Over Budget  
  



The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. ","volume = float(input())
budget = float(input())

length = volume * 0.312
cost = length * 0.063

if cost > budget:
    category = 'Over Budget'
else:
    category = 'Within Budget'

print(round(length, 2))
print(round(cost, 5))
print(category)"
424,305,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy programYou are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy program 
Problem description:
**PROBLEM STATEMENT:  
**

You are tasked to paint a large wall and need to see if your unit can afford
the paint for the project

Write an algorithm that asks for:

  *     * The size of the wall in square feet
    * The budget (in dollars--do not worry about the dollar sign)



Your program should then output:

  *     * The amount of paint required to cover the wall
    * The estimated cost (in dollars--do not output a dollar sign, do not round to the nearest)
    * Either ""Over Budget"" or ""Within Budget"", depending on whether the cost of paint is greater than or not greater than the budget, respectfully.

Assume that a gallon of paint covers **15** square feet, and that the current
price of paint is  **$12.23**  per gallon. You may assume that all inputs are
non-negative numbers. You should also assume that you can purchase portions of
gallons of paint so do NOT round up to the nearest full gallon.



**EXAMPLES:**

  | Example 1 | Example 2  
---|---|---  
Input | 120.0  
900.0 |

750.0  
100.0  
  
Output | 8.0  
97.84  
Within Budget | 50.0  
611.5  
Over Budget  
  



The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. ","
def calculate_paint():
  wall_size = float(input())
  budget = float(input())
  
  paint_amount = wall_size / 15
  cost = paint_amount * 12.23
  
  if cost > budget:
    print(cost)
    print(""Over Budget"")
  else:
    print(cost)
    print(""Within Budget"")
"
425,7844,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy programYou are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy program 
Problem description:
**PROBLEM STATEMENT:  
**

Fuel in the military is essential to conducting operations. Balancing mission
requirements against budgetary constraints is a constant concern.

Write an algorithm that asks for:

  *     * The distance to a target in miles
    * The budget (in dollars--do not worry about the dollar sign)



Your program should then output:

  *     * The amount of fuel (in gallons) needed to reach the target
    * The estimated cost (in dollars--do not output a dollar sign, do not round to the nearest)
    * Either ""Over Budget"" or ""Within Budget"", depending on whether the cost of fuel is greater than or not greater than the budget, respectfully.

Assume that the convoy can get **  12.5** miles to the gallon, and that the
current price of fuel is  **$3.73**  per gallon. You may assume that all
inputs are non-negative numbers.



**EXAMPLES:**

  | Example 1 | Example 2  
---|---|---  
Input | 130.7  
50.50 |

750  
100  
  
Output | 10.456  
39.0009  
Within Budget | 60.0  
223.80  
Over Budget  
  



The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. ","
def fuel_budget():
    distance = float(input())
    budget = float(input())
    
    fuel_needed = distance / 12.5
    fuel_cost = fuel_needed * 3.73
    
    if fuel_cost > budget:
        status = ""Over Budget""
    else:
        status = ""Within Budget""
    
    print('%.3f' % fuel_needed)
    print('%.4f' % fuel_cost)
    print(status)
    
fuel_budget()
"
426,21207,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy programYou are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy program 
Problem description:
**PROBLEM STATEMENT:  
** You have been provided with a template that gets the following values from
the user:

  * Body temperature (in Fahrenheit)
  * Body aches ( **a string** , which will be either ""yes"" or ""no"")
  * Loss of smell ( **a string** , which will be either ""yes"" or ""no"")



Using the following rules as a guide, have your program determine a person's
risk of having an infectious disease:

  1. If the person's temperature is above 100.4 degrees, print ""High Risk""
  2. If the person is experiencing both body aches and loss of smell, print ""High Risk""
  3. For all other situations, print ""Low Risk""



**EXAMPLE:  
**

| **Example 1** | **Example 2**  
---|---|---  
Input |

99.0  
yes  
yes

| 100.4  
no  
yes  
Output | High Risk | Low Risk  
  



The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. ","temp = float(input())
aches = input()
smell = input()

if temp > 100.4 or (aches == ""yes"" and smell == ""yes""):
    print(""High Risk"")
else:
    print(""Low Risk"")"
427,21218,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy programYou are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy program 
Problem description:
**PROBLEM STATEMENT:  
** You have been provided with a template that gets the following values from
the user:

  * Outside Temperature (in Fahrenheit)
  * Is it daytime? **(a string** that will be either ""yes"" or ""no"")
  * Is it raining? ( **a string** that will be either ""yes"" or ""no"")



Using the following rules as a guide, have your program determine if you go on
a run:

  1. If the outside temperature is above 95 degrees, print ""Do Not Run""
  2. If it is daytime and it is NOT raining, print ""Go Run""
  3. For all other situations, print ""Do Not Run""



**EXAMPLE:  
**

| **Example 1** | **Example 2** | **Example 3**  
---|---|---|---  
Input |

99.0  
yes  
no

| 80  
yes  
no | 75  
no  
yes  
Output | Do Not Run | Go Run | Do Not Run  
  



The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. ","
temperature = float(input(""Outside Temperature (in Fahrenheit): ""))
daytime = input(""Is it daytime? (yes or no): "")
raining = input(""Is it raining? (yes or no): "")

if temperature > 95:
    print(""Do Not Run"")
elif daytime == ""yes"" and raining == ""no"":
    print(""Go Run"")
else:
    print(""Do Not Run"")
"
428,31920,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy programYou are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy program 
Problem description:
**PROBLEM STATEMENT:  
** You have been provided with a template that gets the following values from
the user:

  * Outside Temperature (in Fahrenheit)
  * Is it raining? ( **a string** , which will be either ""yes"" or ""no"")
  * Winds over 20 knots? ( **a string** , which will be either ""yes"" or ""no"")



Using the following rules as a guide, have your program determine if PT is
cancelled or a go:

  1. If the outside temperature is above 90 degrees, print ""PT Cancelled""
  2. If it is raining and there are winds over 20 knots print ""PT Cancelled""
  3. For all other situations, print ""PT is a Go""



**EXAMPLE:  
**

| **Example 1** | **Example 2** | **Example 3**  
---|---|---|---  
Input |

99.0  
no  
no

| 85  
yes  
yes | 85  
no  
yes  
Output | PT Cancelled | PT Cancelled | PT is a Go  
  



The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. ",
429,31943,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy programYou are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy program 
Problem description:
**PROBLEM STATEMENT:  
** You have been provided with a template that gets the following values from
the user:

  * Outside Temperature (in Fahrenheit)
  * Is it raining? ( **a string** that will be either ""yes"" or ""no"")
  * Is it daytime? ( **a string** that will be either ""yes"" or ""no"")



Using the following rules as a guide, have your program determine if the dog
is outside:

  1. If the outside temperature is above 85 degrees, print ""Dog Inside""
  2. If it is raining outside and it is NOT daytime, print ""Dog Inside""
  3. For all other situations, print ""Dog Outside""



**EXAMPLE:  
**

| **Example 1** | **Example 2** | **Example 3**  
---|---|---|---  
Input |

99.0  
no  
yes

| 80  
yes  
no | 75  
no  
yes  
Output | Dog Inside | Dog Inside | Dog Outside  
  



The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. ","
# Student's incorrect code

temperature = float(input(""Outside Temperature (in Fahrenheit): ""))
rain = input(""Is it raining? (yes/no): "")
daytime = input(""Is it daytime? (yes/no): "")

if temperature > 85:
    print(""Dog Inside"")
elif rain == ""yes"" and daytime == ""no"":
    print(""Dog Inside"")
else:
    print(""Dog Outside"")
"
430,306,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy programYou are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming. Below is a problem description, as well as a student's attempt at that problem which is incorrect. Provide a solution to this incorrect program which is as close as possible to this buggy program 
Problem description:
**PROBLEM STATEMENT:**

You have been provided with a partially complete Python program that contains
2 variables.

  1. speed_of_vehicle(input by the user in mph)
  2. speed_limit (already initialized in mph)



Add code to the end of this program that will output:

  *     *         Too fast, slow down!

If the vehicle speed is higher than the speed limit  
  

    *         Maintain Speed

If the vehicle speed is equal to the speed limit  
  

    *         Too slow, speed up!

If the vehicle speed is lower than the speed limit  
  



**EXAMPLES:** ****

| **Example 1** | **Example 2** | **Example 3**  
---|---|---|---  
**Input** | 80 | 65 | 40  
**Output** | Too fast, slow down! | Maintain Speed | Too slow, speed up!


The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. ",
